#Taxa	detected	Number_of_reads	proportion_estimate	85%_confidence_interval_lower_bound	85%_confidence_interval_higher_bound	95%_confidence_interval_lower_bound	95%_confidence_interval_higher_bound
Arctiinae	yes	1316	0.110887	0.100308	0.12291	0.0943895	0.130465	
Bovidae	yes	132	0.0111152	0.00995768	0.0124683	0.00930604	0.0133419	
Calyptratae	yes	4178	0.353485	0.328041	0.379705	0.313569	0.395471	
Colubroidea	yes	826	0.0698531	0.0627917	0.0776771	0.0589618	0.0829695	
Cryptorhynchinae	yes	181	0.0152945	0.013668	0.0171255	0.0127769	0.0182846	
Lampyridae	yes	2460	0.208104	0.189602	0.227842	0.179364	0.240244	
Lycosoidea	yes	499	0.0422361	0.0378068	0.0471029	0.0354651	0.0502579	
Mus	yes	191	0.0160963	0.0144024	0.0180075	0.0134406	0.0192254	
Myotis	yes	323	0.0272841	0.0243541	0.0303766	0.0228266	0.0324424	
Rattus	yes	410	0.0346646	0.0310301	0.038713	0.0291074	0.0412856	
Ursidae	yes	1132	0.0957151	0.0862005	0.106035	0.0807486	0.112964	
Xerinae	yes	142	0.0120238	0.0107316	0.0134211	0.0100529	0.0143198
