#Taxa	detected	Number_of_reads	proportion_estimate	85%_confidence_interval_lower_bound	85%_confidence_interval_higher_bound	95%_confidence_interval_lower_bound	95%_confidence_interval_higher_bound
Arctiinae	yes	1302	0.110812	0.100107	0.122973	0.0943681	0.130384	
Bovidae	yes	131	0.0111798	0.00998828	0.0124965	0.00937724	0.0133666	
Calyptratae	yes	4141	0.353481	0.328044	0.379848	0.313592	0.395168	
Colubroidea	yes	817	0.0695907	0.0625455	0.0774541	0.0588075	0.0821694	
Cryptorhynchinae	yes	178	0.015193	0.0136208	0.017006	0.0127189	0.0181843	
Lampyridae	yes	2434	0.207695	0.189461	0.227426	0.17909	0.240264	
Lycosoidea	yes	498	0.0424985	0.0380768	0.047331	0.0355917	0.0505602	
Mus	yes	188	0.0160155	0.0143154	0.0179391	0.0134016	0.0191552	
Myotis	yes	319	0.0272018	0.024357	0.0303517	0.0228732	0.0324011	
Rattus	yes	409	0.0349388	0.0312439	0.0390061	0.0293035	0.0415467	
Ursidae	yes	1125	0.0959806	0.0863022	0.106632	0.0808791	0.113013	
Xerinae	yes	142	0.0120995	0.0107981	0.0135464	0.0101295	0.0144646
