#Taxa	detected	Number_of_reads	proportion_estimate	85%_confidence_interval_lower_bound	85%_confidence_interval_higher_bound	95%_confidence_interval_lower_bound	95%_confidence_interval_higher_bound
Ruminantia	no	0	0	0	0	0	0
Salamandridae	no	0	0	0	0	0	0
Sarcophaga	no	31	0	0	0	0	0
Saturniidae	no	2	0	0	0	0	0
Satyrini	no	0	0	0	0	0	0
Scandentia	no	0	0	0	0	0	0
Scarabaeiformia	no	1	0	0	0	0	0
Sciaroidea	no	1	0	0	0	0	0
Scincidae	no	0	0	0	0	0	0
Sciurinae	no	57	0	0	0	0	0
Setisura	no	0	0	0	0	0	0
Silphidae	no	0	0	0	0	0	0
Sinopodisma	no	1	0	0	0	0	0
Smerinthinae	no	2	0	0	0	0	0
Sorex	no	2	0	0	0	0	0
Sphenisciformes	no	0	0	0	0	0	0
Staphyliniformia	no	1	0	0	0	0	0
Stratiomyidae	no	3	0	0	0	0	0
Strepsirrhini	no	0	0	0	0	0	0
Sturnidae	no	0	0	0	0	0	0
Suina	no	0	0	0	0	0	0
Sylvioidea	no	0	0	0	0	0	0
Syrphidae	no	6	0	0	0	0	0
Syrphinae	no	5	0	0	0	0	0
Tabaninae	no	2	0	0	0	0	0
Tarsiiformes	no	1	0	0	0	0	0
Tenthredinidae	no	1	0	0	0	0	0
Tephritidae	no	12	0	0	0	0	0
Termitidae	no	0	0	0	0	0	0
Termitinae	no	1	0	0	0	0	0
Testudines	no	1	0	0	0	0	0
Testudinoidea	no	0	0	0	0	0	0
Tetrigoidea	no	0	0	0	0	0	0
Tettigoniidea	no	0	0	0	0	0	0
Tettigonioidea	no	0	0	0	0	0	0
Thraupidae	no	1	0	0	0	0	0
Thripidae	no	0	0	0	0	0	0
Tinamiformes	no	0	0	0	0	0	0
Tingoidea	no	0	0	0	0	0	0
Tipuloidea	no	1	0	0	0	0	0
Tortricidae	no	4	0	0	0	0	0
Toxicofera	no	0	0	0	0	0	0
Trachypithecus	no	1	0	0	0	0	0
Turdus	no	0	0	0	0	0	0
Tylopoda	no	0	0	0	0	0	0
Typhlatya	no	0	0	0	0	0	0
Tyrannidae	no	0	0	0	0	0	0
Unipeltata	no	0	0	0	0	0	0
Ursidae	yes	1132	0.0957151	0.0862005	0.106035	0.0807486	0.112964	
Vermilingua	no	0	0	0	0	0	0
Vespoidea	no	0	0	0	0	0	0
Viperidae	no	3	0	0	0	0	0
Xanthoidea	no	0	0	0	0	0	0
Xenopus	no	0	0	0	0	0	0
Xerinae	yes	142	0.0120238	0.0107316	0.0134211	0.0100529	0.0143198
Yponomeutoidea	no	0	0	0	0	0	0
Zygaenidae	no	2	0	0	0	0	0
Zygentoma	no	0	0	0	0	0	0
