#Taxa	detected	Number_of_reads	proportion_estimate	85%_confidence_interval_lower_bound	85%_confidence_interval_higher_bound	95%_confidence_interval_lower_bound	95%_confidence_interval_higher_bound
Arctiinae	yes	1342	0.109894	0.0990885	0.121801	0.0932368	0.129208	
Bovidae	yes	145	0.0118864	0.0106008	0.0132781	0.0099014	0.0142151	
Calyptratae	yes	4271	0.349891	0.324534	0.375677	0.310232	0.390935	
Colubroidea	yes	875	0.0715431	0.0643557	0.0797435	0.060225	0.0847657	
Cryptorhynchinae	yes	185	0.0151543	0.0135132	0.0169294	0.0126354	0.0181094	
Lampyridae	yes	2511	0.205417	0.187146	0.224957	0.176797	0.237314	
Lycosoidea	yes	505	0.041399	0.0370543	0.0460899	0.0347076	0.0490905	
Mus	yes	208	0.0170317	0.015213	0.0190169	0.0142612	0.0202713	
Myotis	yes	344	0.0281629	0.0252194	0.0313847	0.0235888	0.0334112	
Rattus	yes	441	0.035995	0.0322396	0.0402432	0.030275	0.0428668	
Ursidae	yes	1203	0.0984287	0.0889197	0.108985	0.0834564	0.115669	
Xerinae	yes	147	0.01204	0.0107321	0.0134519	0.010051	0.0143226
