#Taxa	detected	Number_of_reads	proportion_estimate	85%_confidence_interval_lower_bound	85%_confidence_interval_higher_bound	95%_confidence_interval_lower_bound	95%_confidence_interval_higher_bound
Arctiinae	yes	1346	0.109081	0.0981122	0.120765	0.0923493	0.128086	
Bovidae	yes	157	0.0126939	0.0113664	0.0142235	0.0106509	0.0151896	
Calyptratae	yes	4300	0.348359	0.323296	0.373886	0.309405	0.388999	
Colubroidea	yes	891	0.072034	0.0646118	0.0800833	0.0608142	0.0852234	
Cryptorhynchinae	yes	185	0.0149504	0.0133611	0.0166942	0.0124786	0.0178265	
Lampyridae	yes	2518	0.203763	0.185794	0.223733	0.175458	0.23491	
Lycosoidea	yes	506	0.0408279	0.0366665	0.0455434	0.0343198	0.0487743	
Mus	yes	216	0.0174916	0.0156583	0.0195978	0.0146622	0.020929	
Myotis	yes	351	0.0283999	0.0253932	0.0317012	0.0237595	0.0338199	
Rattus	yes	455	0.036768	0.0329078	0.0410078	0.0309322	0.0437256	
Ursidae	yes	1241	0.100227	0.0905677	0.110982	0.0851081	0.117685	
Xerinae	yes	152	0.0122792	0.0109666	0.0136688	0.0102987	0.0146416
