Damage,Tool,Metric,Value
ddhigh,giraffe,Precision,0.99770
ddhigh,giraffe,Recall,0.48314
ddhigh,giraffe,Correct mitochondrial mappings,19108
ddhigh,giraffe,Incorrect mitochondrial mappings,44
ddhigh,giraffe,Mito reads mapped,1924220
ddhigh,giraffe,Mito reads unmapped,20442
ddhigh,giraffe,Bacteria reads mapped,3408
ddhigh,giraffe,Bacteria reads unmapped,7585112
ddhigh,giraffe,NuMT reads mapped,5968
ddhigh,giraffe,NuMT reads unmapped,23722
ddhigh,giraffe,Precision,1.00000
ddhigh,giraffe,Recall,0.55623
ddhigh,safari,Precision,0.99765
ddhigh,safari,Recall,0.51974
ddhigh,safari,Correct mitochondrial mappings,19106
ddhigh,safari,Incorrect mitochondrial mappings,45
ddhigh,safari,Mito reads mapped,1926955
ddhigh,safari,Mito reads unmapped,17655
ddhigh,safari,Bacteria reads mapped,8455
ddhigh,safari,Bacteria reads unmapped,7580065
ddhigh,safari,NuMT reads mapped,5707
ddhigh,safari,NuMT reads unmapped,23983
ddhigh,safari,Precision,1.00000
ddhigh,safari,Recall,0.55648
ddmid,giraffe,Precision,0.99807
ddmid,giraffe,Recall,0.98956
ddmid,giraffe,Correct mitochondrial mappings,19148
ddmid,giraffe,Incorrect mitochondrial mappings,37
ddmid,giraffe,Mito reads mapped,1944892
ddmid,giraffe,Mito reads unmapped,202
ddmid,giraffe,Bacteria reads mapped,2560
ddmid,giraffe,Bacteria reads unmapped,7584944
ddmid,giraffe,NuMT reads mapped,8667
ddmid,giraffe,NuMT reads unmapped,21375
ddmid,giraffe,Precision,1.00000
ddmid,giraffe,Recall,0.55697
ddmid,safari,Precision,0.99807
ddmid,safari,Recall,0.98992
ddmid,safari,Correct mitochondrial mappings,19149
ddmid,safari,Incorrect mitochondrial mappings,37
ddmid,safari,Mito reads mapped,1944899
ddmid,safari,Mito reads unmapped,195
ddmid,safari,Bacteria reads mapped,5251
ddmid,safari,Bacteria reads unmapped,7582253
ddmid,safari,NuMT reads mapped,8440
ddmid,safari,NuMT reads unmapped,21602
ddmid,safari,Precision,1.00000
ddmid,safari,Recall,0.55705
dnone,giraffe,Precision,0.99812
dnone,giraffe,Recall,0.99859
dnone,giraffe,Correct mitochondrial mappings,19151
dnone,giraffe,Incorrect mitochondrial mappings,36
dnone,giraffe,Mito reads mapped,1945087
dnone,giraffe,Mito reads unmapped,27
dnone,giraffe,Bacteria reads mapped,2392
dnone,giraffe,Bacteria reads unmapped,7585904
dnone,giraffe,NuMT reads mapped,8586
dnone,giraffe,NuMT reads unmapped,21178
dnone,giraffe,Precision,1.00000
dnone,giraffe,Recall,0.55696
dnone,safari,Precision,0.99812
dnone,safari,Recall,0.99823
dnone,safari,Correct mitochondrial mappings,19151
dnone,safari,Incorrect mitochondrial mappings,36
dnone,safari,Mito reads mapped,1945080
dnone,safari,Mito reads unmapped,34
dnone,safari,Bacteria reads mapped,5575
dnone,safari,Bacteria reads unmapped,7582721
dnone,safari,NuMT reads mapped,8387
dnone,safari,NuMT reads unmapped,21377
dnone,safari,Precision,1.00000
dnone,safari,Recall,0.55706
dsingle,giraffe,Precision,0.99812
dsingle,giraffe,Recall,0.99672
dsingle,giraffe,Correct mitochondrial mappings,19151
dsingle,giraffe,Incorrect mitochondrial mappings,36
dsingle,giraffe,Mito reads mapped,1945153
dsingle,giraffe,Mito reads unmapped,63
dsingle,giraffe,Bacteria reads mapped,2488
dsingle,giraffe,Bacteria reads unmapped,7585976
dsingle,giraffe,NuMT reads mapped,8567
dsingle,giraffe,NuMT reads unmapped,21631
dsingle,giraffe,Precision,1.00000
dsingle,giraffe,Recall,0.55696
dsingle,safari,Precision,0.99812
dsingle,safari,Recall,0.99636
dsingle,safari,Correct mitochondrial mappings,19151
dsingle,safari,Incorrect mitochondrial mappings,36
dsingle,safari,Mito reads mapped,1945146
dsingle,safari,Mito reads unmapped,70
dsingle,safari,Bacteria reads mapped,5452
dsingle,safari,Bacteria reads unmapped,7583012
dsingle,safari,NuMT reads mapped,8376
dsingle,safari,NuMT reads unmapped,21822
dsingle,safari,Precision,1.00000
dsingle,safari,Recall,0.55705
