Damage,Tool,Metric,Value
ddhigh,giraffe,Precision,0.99770
ddhigh,giraffe,Recall,0.07348
ddhigh,giraffe,Correct mitochondrial mappings,18215
ddhigh,giraffe,Incorrect mitochondrial mappings,42
ddhigh,giraffe,Mito reads mapped,1715643
ddhigh,giraffe,Mito reads unmapped,229683
ddhigh,giraffe,Bacteria reads mapped,0
ddhigh,giraffe,Bacteria reads unmapped,7588520
ddhigh,giraffe,NuMT reads mapped,2718
ddhigh,giraffe,NuMT reads unmapped,26972
ddhigh,giraffe,Precision,1.00000
ddhigh,giraffe,Recall,0.54935
ddhigh,safari,Precision,0.99763
ddhigh,safari,Recall,0.09642
ddhigh,safari,Correct mitochondrial mappings,18547
ddhigh,safari,Incorrect mitochondrial mappings,44
ddhigh,safari,Mito reads mapped,1771269
ddhigh,safari,Mito reads unmapped,173812
ddhigh,safari,Bacteria reads mapped,136
ddhigh,safari,Bacteria reads unmapped,7588384
ddhigh,safari,NuMT reads mapped,3597
ddhigh,safari,NuMT reads unmapped,26093
ddhigh,safari,Precision,1.00000
ddhigh,safari,Recall,0.55115
ddmid,giraffe,Precision,0.99807
ddmid,giraffe,Recall,0.46545
ddmid,giraffe,Correct mitochondrial mappings,19103
ddmid,giraffe,Incorrect mitochondrial mappings,37
ddmid,giraffe,Mito reads mapped,1923384
ddmid,giraffe,Mito reads unmapped,21939
ddmid,giraffe,Bacteria reads mapped,176
ddmid,giraffe,Bacteria reads unmapped,7587328
ddmid,giraffe,NuMT reads mapped,3874
ddmid,giraffe,NuMT reads unmapped,26168
ddmid,giraffe,Precision,1.00000
ddmid,giraffe,Recall,0.55603
ddmid,safari,Precision,0.99807
ddmid,safari,Recall,0.51608
ddmid,safari,Correct mitochondrial mappings,19118
ddmid,safari,Incorrect mitochondrial mappings,37
ddmid,safari,Mito reads mapped,1927378
ddmid,safari,Mito reads unmapped,17927
ddmid,safari,Bacteria reads mapped,176
ddmid,safari,Bacteria reads unmapped,7587328
ddmid,safari,NuMT reads mapped,5156
ddmid,safari,NuMT reads unmapped,24886
ddmid,safari,Precision,1.00000
ddmid,safari,Recall,0.55621
dnone,giraffe,Precision,0.99812
dnone,giraffe,Recall,0.78989
dnone,giraffe,Correct mitochondrial mappings,19150
dnone,giraffe,Incorrect mitochondrial mappings,36
dnone,giraffe,Mito reads mapped,1940176
dnone,giraffe,Mito reads unmapped,5094
dnone,giraffe,Bacteria reads mapped,96
dnone,giraffe,Bacteria reads unmapped,7588200
dnone,giraffe,NuMT reads mapped,4009
dnone,giraffe,NuMT reads unmapped,25755
dnone,giraffe,Precision,1.00000
dnone,giraffe,Recall,0.55658
dnone,safari,Precision,0.99812
dnone,safari,Recall,0.80540
dnone,safari,Correct mitochondrial mappings,19150
dnone,safari,Incorrect mitochondrial mappings,36
dnone,safari,Mito reads mapped,1940643
dnone,safari,Mito reads unmapped,4627
dnone,safari,Bacteria reads mapped,96
dnone,safari,Bacteria reads unmapped,7588200
dnone,safari,NuMT reads mapped,5230
dnone,safari,NuMT reads unmapped,24534
dnone,safari,Precision,1.00000
dnone,safari,Recall,0.55663
dsingle,giraffe,Precision,0.99812
dsingle,giraffe,Recall,0.70266
dsingle,giraffe,Correct mitochondrial mappings,19144
dsingle,giraffe,Incorrect mitochondrial mappings,36
dsingle,giraffe,Mito reads mapped,1937269
dsingle,giraffe,Mito reads unmapped,8101
dsingle,giraffe,Bacteria reads mapped,104
dsingle,giraffe,Bacteria reads unmapped,7588360
dsingle,giraffe,NuMT reads mapped,4058
dsingle,giraffe,NuMT reads unmapped,26140
dsingle,giraffe,Precision,1.00000
dsingle,giraffe,Recall,0.55648
dsingle,safari,Precision,0.99812
dsingle,safari,Recall,0.71965
dsingle,safari,Correct mitochondrial mappings,19144
dsingle,safari,Incorrect mitochondrial mappings,36
dsingle,safari,Mito reads mapped,1937901
dsingle,safari,Mito reads unmapped,7458
dsingle,safari,Bacteria reads mapped,104
dsingle,safari,Bacteria reads unmapped,7588360
dsingle,safari,NuMT reads mapped,5290
dsingle,safari,NuMT reads unmapped,24908
dsingle,safari,Precision,1.00000
dsingle,safari,Recall,0.55654
